PC6,Aantal Huishoudens,Aantal Inwoners,AVG_GEVOELIG
1015AM,40,55,False
1015AN,40,80,False
1015AP,15,35,False
1015AR,15,25,False
1015AS,5,10,True
1015AT,15,20,False
1015AV,20,40,False
1015AW,5,15,True
1015BA,15,25,False
1015BB,20,30,False
1015BC,35,50,False
1015BD,30,45,False
1015BE,20,45,False
1015BG,20,35,False
1015BH,20,35,False
1015BJ,10,15,True
1015BK,30,45,False
1015BL,25,30,False
1015BM,10,15,True
1015BN,20,30,False
1015BP,15,25,False
1015BR,20,35,False
1015BS,50,100,False
1015BT,30,50,False
1015BV,5,5,True
1015BW,10,15,True
1015BX,15,30,False
1015BZ,20,25,False
1015CA,15,20,False
1015CB,20,30,False
1015CC,15,25,False
1015CD,35,65,False
1015CE,50,100,False
1015CG,20,30,False
1015CH,20,25,False
1015CJ,25,40,False
1015CK,30,40,False
1015CL,15,25,False
1015CN,15,25,False
1015CP,15,30,False
1015CR,50,80,False
1015CS,15,20,False
1015CT,25,50,False
1015CV,20,30,False
1015CW,25,35,False
1015CX,15,20,False
1015CZ,15,30,False
1015DA,10,20,True
1015DB,10,15,True
1015DC,15,20,False
1015DD,20,25,False
1015DE,10,15,True
1015DG,20,35,False
1015DH,15,20,False
1015DJ,15,25,False
1015DK,30,45,False
1015DL,30,45,False
1015DM,15,25,False
1015DN,20,25,False
1015DP,15,20,False
1015DR,60,75,False
1015DS,35,50,False
1015DT,335,415,False
1015DV,30,45,False
1015DW,35,55,False
1015DX,30,35,False
1015DZ,15,30,False
1015EA,20,40,False
1015EB,25,40,False
1015GA,30,40,False
1015GB,25,55,False
1015GC,35,75,False
1015GD,20,30,False
1015GE,20,35,False
1015GG,20,30,False
1015GH,20,30,False
1015GJ,65,95,False
1015GK,60,110,False
1015GL,70,90,False
1015GM,20,30,False
1015GN,35,45,False
1015GP,45,70,False
1015GR,35,60,False
1015GS,30,45,False
1015GT,10,10,True
1015GV,15,20,False
1015GW,10,10,True
1015GX,50,80,False
1015GZ,10,15,True
1015HB,35,65,False
1015HC,20,35,False
1015HD,Onbekend,25,True
1015HE,15,25,False
1015HG,25,40,False
1015HH,Onbekend,10,True
1015HJ,35,65,False
1015HK,20,40,False
1015HL,35,55,False
1015HM,30,40,False
1015HN,35,55,False
1015HP,40,65,False
1015HR,45,65,False
1015HS,45,70,False
1015HT,50,60,False
1015HV,50,80,False
1015HW,45,65,False
1015HX,35,45,False
1015HZ,25,40,False
1015JA,15,15,False
1015JB,25,35,False
1015JC,50,70,False
1015JD,25,35,False
1015JE,65,90,False
1015JG,35,50,False
1015JH,5,10,True
1015JJ,55,80,False
1015JK,80,110,False
1015JL,50,65,False
1015JM,35,45,False
1015JN,35,50,False
1015JP,40,55,False
1015JR,45,60,False
1015JS,45,75,False
1015JT,70,105,False
1015JV,20,30,False
1015JW,30,35,False
1015JX,15,20,False
1015JZ,10,15,True
1015KA,30,40,False
1015KB,20,35,False
1015KC,30,40,False
1015KD,30,45,False
1015KE,75,110,False
1015KG,45,70,False
1015KH,20,20,False
1015KJ,45,75,False
1015KK,45,60,False
1015KL,25,50,False
1015KM,20,30,False
1015KN,65,105,False
1015KP,20,50,False
1015KR,15,30,False
1015KS,20,30,False
1015KT,25,40,False
1015KV,45,70,False
1015KW,35,50,False
1015KX,50,70,False
1015KZ,45,75,False
1015LA,40,65,False
1015LB,50,85,False
1015LC,35,70,False
1015LD,50,80,False
1015LE,10,15,True
1015LG,15,25,False
1015LH,20,30,False
1015LJ,20,30,False
1015LK,15,25,False
1015LL,20,35,False
1015LM,10,10,True
1015LN,15,20,False
1015LP,35,50,False
1015LR,20,35,False
1015LS,25,60,False
1015LT,25,35,False
1015LV,15,20,False
1015LW,30,40,False
1015LX,25,45,False
1015LZ,30,45,False
1015MA,10,15,True
1015MB,Onbekend,5,True
1015MD,Onbekend,5,True
1015ME,Onbekend,5,True
1015MG,Onbekend,5,True
1015MH,80,95,False
1015MJ,15,25,False
1015MK,25,40,False
1015ML,20,20,False
1015MN,20,35,False
1015MP,30,45,False
1015MR,15,35,False
1015MS,25,35,False
1015MT,35,55,False
1015MV,15,25,False
1015MX,20,30,False
1015MZ,25,35,False
1015NA,20,30,False
1015NB,30,40,False
1015NC,55,85,False
1015ND,55,85,False
1015NE,60,85,False
1015NG,45,65,False
1015NH,60,100,False
1015NJ,50,95,False
1015NK,Onbekend,Onbekend,True
1015NL,70,100,False
1015NP,20,35,False
1015NR,30,45,False
1015NS,5,20,True
1015NT,25,35,False
1015NV,40,65,False
1015NW,Onbekend,Onbekend,True
1015NX,30,40,False
1015NZ,45,60,False
1015PA,25,35,False
1015PB,30,55,False
1015PC,10,30,True
1015PD,25,25,False
1015PE,40,75,False
1015PG,30,55,False
1015PH,40,60,False
1015PJ,20,30,False
1015PK,30,40,False
1015PL,35,40,False
1015PM,20,20,False
1015PN,20,25,False
1015PP,20,25,False
1015PR,40,55,False
1015PS,40,55,False
1015PT,60,100,False
1015PV,25,30,False
1015PW,20,30,False
1015PX,15,20,False
1015PZ,25,30,False
1015RA,35,70,False
1015RB,25,30,False
1015RC,25,45,False
1015RD,25,35,False
1015RE,30,55,False
1015RG,35,50,False
1015RH,20,30,False
1015RJ,20,30,False
1015RK,15,30,False
1015RL,35,60,False
1015RM,35,60,False
1015RN,5,10,True
1015RR,120,180,False
1015RS,30,40,False
1015RT,15,25,False
1015RV,15,25,False
1015RW,20,30,False
1015RX,10,15,True
1015RZ,20,25,False
1015SB,15,20,False
1015SC,15,20,False
1015SE,30,45,False
1015SG,10,15,True
1015SH,20,30,False
1015SJ,25,45,False
1015SK,25,30,False
1015SL,25,45,False
1015SM,15,30,False
1015SN,20,40,False
1015SP,15,25,False
1015SR,25,30,False
1015ST,30,45,False
1015SV,25,40,False
1015SW,20,35,False
1015SX,30,45,False
1015SZ,15,20,False
1015TA,20,25,False
1015TB,25,30,False
1015TC,15,25,False
1015TD,20,30,False
1015TE,25,40,False
1015TH,15,20,False
1015TJ,25,45,False
1015TK,10,25,True
1015TL,20,35,False
1015TM,25,50,False
1015TN,5,15,True
1015TP,20,35,False
1015TR,15,25,False
1015TS,10,15,True
1015TT,15,25,False
1015TV,45,60,False
1015TW,20,35,False
1015TX,15,20,False
1015TZ,5,10,True
1015VA,10,20,True
1015VB,25,45,False
1015VC,25,45,False
1015VD,20,40,False
1015VE,20,30,False
1015VG,25,45,False
1015VH,20,35,False
1015VJ,20,30,False
1015VK,25,40,False
1015VL,20,40,False
1015VM,30,45,False
1015VN,30,45,False
1015VP,20,40,False
1015VR,20,30,False
1015VS,30,40,False
1015VT,25,40,False
1015VV,30,35,False
1015VW,20,20,False
1015VX,25,35,False
1015VZ,25,30,False
1015WB,25,30,False
1015WC,25,30,False
1015WD,25,25,False
1015WE,35,40,False
1015WG,30,35,False
1015WH,20,25,False
1015WJ,25,30,False
1015WK,65,70,False
1015WL,10,20,True
1015WN,15,20,False
1015WP,15,20,False
1015WR,15,25,False
1015WS,15,20,False
1015WT,25,35,False
1015WV,25,25,False
1015WX,25,40,False
1015WZ,30,40,False
1015XA,20,25,False
1015XB,25,25,False
1015XC,25,30,False
1015XD,30,35,False
1015XE,30,35,False
1015XH,10,10,True
1015XJ,40,45,False
1015XK,45,60,False
1015XL,10,10,True
1015XM,30,60,False
1015XN,15,25,False
1015XP,20,40,False
1015XR,25,60,False
1015XS,30,60,False
1015XT,25,45,False
1015XV,25,45,False
1015XW,25,35,False
1015XX,25,40,False
1015ZA,Onbekend,Onbekend,True
1015ZB,10,10,True
1015ZD,15,20,False
1015ZE,30,50,False
1015ZG,25,40,False
1015ZH,30,50,False
1015ZJ,30,40,False
1015ZK,25,40,False
1015ZL,25,30,False
1015ZN,45,60,False
1015ZP,15,25,False
1015ZR,Onbekend,Onbekend,True
1016AA,45,65,False
1016AB,10,10,True
1016AC,20,30,False
1016AD,35,55,False
1016AE,40,65,False
1016AG,10,20,True
1016AH,20,35,False
1016AJ,Onbekend,10,True
1016AK,25,40,False
1016AL,30,45,False
1016AM,5,10,True
1016AN,10,10,True
1016AP,5,10,True
1016AR,25,35,False
1016AS,10,15,True
1016AT,10,15,True
1016AV,Onbekend,10,True
1016AW,10,10,True
1016AX,Onbekend,10,True
1016AZ,Onbekend,Onbekend,True
1016BA,Onbekend,Onbekend,True
1016BB,5,10,True
1016BC,15,25,False
1016BD,10,20,True
1016BE,40,70,False
1016BG,10,20,True
1016BH,25,40,False
1016BJ,25,35,False
1016BK,10,15,True
1016BL,5,10,True
1016BM,15,15,False
1016BN,20,25,False
1016BP,10,15,True
1016BR,Onbekend,Onbekend,True
1016BS,20,35,False
1016BT,10,15,True
1016BV,30,40,False
1016BW,15,25,False
1016BX,10,15,True
1016BZ,15,25,False
1016CA,20,30,False
1016CB,20,30,False
1016CC,10,15,True
1016CD,25,45,False
1016CE,15,25,False
1016CG,20,40,False
1016CH,10,15,True
1016CJ,35,45,False
1016CK,20,25,False
1016CL,10,20,True
1016CM,10,15,True
1016CN,5,10,True
1016CP,20,30,False
1016CR,25,45,False
1016CS,25,35,False
1016CT,5,10,True
1016CW,20,25,False
1016CX,30,50,False
1016CZ,20,30,False
1016DA,20,35,False
1016DB,Onbekend,5,True
1016DC,Onbekend,Onbekend,True
1016DD,Onbekend,Onbekend,True
1016DE,10,10,True
1016DG,10,15,True
1016DH,20,30,False
1016DJ,25,40,False
1016DK,Onbekend,Onbekend,True
1016DL,Onbekend,Onbekend,True
1016DM,35,50,False
1016DN,20,25,False
1016DP,15,20,False
1016DR,10,20,True
1016DS,10,15,True
1016DT,10,15,True
1016DV,15,25,False
1016DW,10,20,True
1016DX,20,30,False
1016DZ,20,25,False
1016EA,15,15,False
1016EB,15,20,False
1016EC,20,45,False
1016ED,Onbekend,Onbekend,True
1016EE,25,40,False
1016EG,15,20,False
1016EH,15,20,False
1016EJ,40,80,False
1016EK,10,15,True
1016EL,10,15,True
1016EM,20,30,False
1016EN,10,15,True
1016EP,15,20,False
1016ER,20,30,False
1016ES,20,25,False
1016ET,10,15,True
1016EV,45,70,False
1016EW,40,65,False
1016EX,15,15,False
1016EZ,Onbekend,Onbekend,True
1016GA,15,30,False
1016GB,10,10,True
1016GC,10,25,True
1016GD,45,75,False
1016GE,5,10,True
1016GG,20,25,False
1016GH,25,35,False
1016GJ,35,55,False
1016GK,25,30,False
1016GL,10,10,True
1016GM,15,25,False
1016GN,20,30,False
1016GP,10,20,True
1016GR,10,15,True
1016GS,Onbekend,Onbekend,True
1016GT,10,15,True
1016GV,Onbekend,10,True
1016GW,10,15,True
1016GX,30,45,False
1016GZ,Onbekend,Onbekend,True
1016HA,15,25,False
1016HB,10,15,True
1016HC,15,20,False
1016HD,45,55,False
1016HE,15,25,False
1016HG,20,30,False
1016HH,10,25,True
1016HJ,25,35,False
1016HK,40,55,False
1016HL,30,50,False
1016HM,55,80,False
1016HN,20,30,False
1016HP,50,75,False
1016HR,30,50,False
1016HS,35,40,False
1016HT,20,35,False
1016HV,35,50,False
1016HW,20,35,False
1016HX,30,45,False
1016HZ,25,35,False
1016JA,35,50,False
1016JB,20,30,False
1016JC,15,20,False
1016KA,10,10,True
1016KB,10,25,True
1016KC,10,20,True
1016KD,20,30,False
1016KE,15,30,False
1016KG,30,55,False
1016KH,15,30,False
1016KJ,15,25,False
1016KK,15,25,False
1016KL,15,35,False
1016KM,5,5,True
1016KN,10,15,True
1016KP,25,45,False
1016KR,20,30,False
1016KS,10,25,True
1016KT,50,65,False
1016KV,40,50,False
1016KW,35,50,False
1016KX,30,45,False
1016KZ,40,50,False
1016LA,30,50,False
1016LB,20,30,False
1016LC,20,30,False
1016LD,20,35,False
1016LE,15,25,False
1016LG,30,40,False
1016LH,25,30,False
1016LJ,20,30,False
1016LK,40,60,False
1016LL,20,25,False
1016LM,30,50,False
1016LN,55,75,False
1016LP,25,35,False
1016LR,25,35,False
1016LS,15,30,False
1016LT,35,55,False
1016LV,25,40,False
1016LW,15,15,False
1016LX,10,10,True
1016LZ,10,15,True
1016MA,25,25,False
1016MB,25,25,False
1016MC,25,25,False
1016NA,20,35,False
1016NB,25,35,False
1016NC,15,25,False
1016ND,25,45,False
1016NE,20,45,False
1016NG,10,15,True
1016NH,15,20,False
1016NJ,20,25,False
1016NK,35,60,False
1016NL,20,30,False
1016NM,20,25,False
1016NN,60,80,False
1016NP,30,55,False
1016NR,15,25,False
1016NS,15,20,False
1016NT,20,30,False
1016NV,20,25,False
1016NX,70,95,False
1016NZ,40,60,False
1016PA,50,75,False
1016PB,20,30,False
1016PC,35,70,False
1016PD,10,10,True
1016PE,15,25,False
1016PG,20,20,False
1016PH,25,35,False
1016PJ,50,80,False
1016PK,20,40,False
1016PL,55,70,False
1016PM,25,35,False
1016PN,30,50,False
1016PP,Onbekend,Onbekend,True
1016PR,30,40,False
1016PS,15,20,False
1016PT,40,65,False
1016PV,25,35,False
1016PW,25,40,False
1016PX,Onbekend,Onbekend,True
1016PZ,20,30,False
1016RA,20,25,False
1016RB,35,45,False
1016RC,10,25,True
1016RD,10,20,True
1016RE,15,30,False
1016RG,45,100,False
1016RH,10,15,True
1016RJ,50,85,False
1016RK,20,30,False
1016RL,25,45,False
1016RM,30,50,False
1016RN,10,20,True
1016RP,15,15,False
1016RR,15,20,False
1016RS,10,20,True
1016RT,25,40,False
1016RV,30,50,False
1016RW,25,45,False
1016RX,25,40,False
1016RZ,20,35,False
1016SB,25,25,False
1016SC,15,25,False
1016SG,90,135,False
1016SH,45,55,False
1016SJ,30,45,False
1016SK,20,25,False
1016SL,5,10,True
1016SM,20,30,False
1016SN,15,20,False
1016SP,15,25,False
1016SR,20,30,False
1016ST,20,45,False
1016SV,5,20,True
1016SX,30,35,False
1016SZ,30,45,False
1016TA,50,75,False
1016TB,30,45,False
1016TC,20,40,False
1016TD,15,25,False
1016TE,15,25,False
1016TG,10,15,True
1016TH,20,25,False
1016TJ,15,30,False
1016TK,Onbekend,Onbekend,True
1016TL,55,80,False
1016TM,35,70,False
1016TN,30,40,False
1016TP,15,25,False
1016TR,35,45,False
1016TS,20,25,False
1016TT,5,10,True
1016TV,15,25,False
1016TW,25,35,False
1016TX,15,15,False
1016TZ,15,20,False
1016VA,15,20,False
1016VB,45,70,False
1016VC,10,15,True
1016VD,20,30,False
1016VE,20,40,False
1016VG,40,55,False
1016VH,35,45,False
1016VJ,40,55,False
1016VK,35,45,False
1016VL,35,50,False
1016VM,15,25,False
1016VN,25,40,False
1016VP,20,25,False
1016VR,60,90,False
1016VS,25,30,False
1016VT,60,90,False
1016VV,70,100,False
1016VW,15,25,False
1016VX,50,75,False
1016VZ,20,20,False
1016WB,10,25,True
1016WC,20,30,False
1016XA,75,105,False
1016XB,50,70,False
1016XC,30,40,False
1016XD,65,75,False
1016XE,Onbekend,Onbekend,True
1016XG,15,30,False
1016XH,50,75,False
1016XJ,25,35,False
1016XK,20,25,False
1016XL,20,25,False
1016XM,30,45,False
1016XN,Onbekend,Onbekend,True
1016XP,130,180,False
1016XR,20,35,False
1016XS,90,95,False
1016XT,80,90,False
1016XV,35,40,False
1016XW,20,30,False
1016XX,20,30,False
1016XZ,20,25,False
1016ZA,15,20,False
1016ZB,20,30,False
1017AA,35,50,False
1017AB,15,20,False
1017AC,20,25,False
1017AD,50,75,False
1017AE,10,20,True
1017AG,40,55,False
1017AH,15,20,False
1017AJ,25,45,False
1017AK,20,30,False
1017AL,15,30,False
1017AM,15,25,False
1017AN,115,145,False
1017AP,15,25,False
1017AR,10,20,True
1017AS,15,25,False
1017AV,25,35,False
1017AW,5,10,True
1017AX,35,50,False
1017AZ,10,15,True
1017BA,50,80,False
1017BB,Onbekend,Onbekend,True
1017BC,10,15,True
1017BD,Onbekend,10,True
1017BE,5,10,True
1017BG,10,15,True
1017BH,Onbekend,Onbekend,True
1017BJ,35,50,False
1017BK,30,40,False
1017BL,5,10,True
1017BM,20,25,False
1017BN,20,25,False
1017BP,15,30,False
1017BR,10,25,True
1017BS,15,20,False
1017BT,5,10,True
1017BV,5,15,True
1017BW,10,20,True
1017BX,10,20,True
1017BZ,20,45,False
1017CA,5,5,True
1017CB,5,10,True
1017CC,25,40,False
1017CD,15,20,False
1017CE,55,70,False
1017CG,Onbekend,Onbekend,True
1017CH,15,30,False
1017CJ,15,35,False
1017CK,5,10,True
1017CL,10,20,True
1017CM,5,10,True
1017CN,15,20,False
1017CP,Onbekend,Onbekend,True
1017CR,15,20,False
1017CS,25,30,False
1017CT,Onbekend,Onbekend,True
1017CV,15,20,False
1017CW,15,25,False
1017CX,55,70,False
1017CZ,25,30,False
1017DA,15,20,False
1017DB,5,5,True
1017DC,5,10,True
1017DD,10,15,True
1017DE,20,40,False
1017DG,10,15,True
1017DH,5,5,True
1017DJ,20,35,False
1017DK,20,30,False
1017DL,5,10,True
1017DM,35,60,False
1017DN,35,50,False
1017DP,15,30,False
1017DR,25,40,False
1017DS,20,30,False
1017DT,30,50,False
1017DV,10,20,True
1017DW,30,40,False
1017DX,25,40,False
1017DZ,15,35,False
1017EA,10,20,True
1017EB,10,25,True
1017EC,15,30,False
1017ED,30,50,False
1017EE,15,25,False
1017EG,40,55,False
1017EH,15,30,False
1017EJ,15,25,False
1017EK,20,35,False
1017EL,15,35,False
1017EM,10,25,True
1017EN,15,20,False
1017EP,10,35,True
1017ER,15,35,False
1017ES,20,40,False
1017ET,30,50,False
1017EV,30,55,False
1017EW,50,75,False
1017EX,20,40,False
1017EZ,10,10,True
1017GA,20,35,False
1017GB,15,20,False
1017GC,25,40,False
1017GD,25,45,False
1017GE,15,35,False
1017GG,15,20,False
1017GH,25,40,False
1017GJ,25,55,False
1017GK,5,15,True
1017GL,35,50,False
1017GM,25,40,False
1017GN,35,55,False
1017GP,35,55,False
1017GR,15,30,False
1017GS,15,20,False
1017GT,25,35,False
1017GV,20,25,False
1017GW,35,60,False
1017GX,20,25,False
1017GZ,20,35,False
1017HA,40,65,False
1017HB,15,30,False
1017HC,35,40,False
1017HD,5,10,True
1017HE,10,10,True
1017HG,10,15,True
1017HH,15,25,False
1017HJ,30,45,False
1017HK,15,25,False
1017HL,Onbekend,Onbekend,True
1017HM,15,30,False
1017HN,10,20,True
1017HP,15,20,False
1017HR,15,20,False
1017HS,Onbekend,5,True
1017HT,Onbekend,Onbekend,True
1017HV,35,50,False
1017HW,35,50,False
1017HX,55,100,False
1017HZ,35,45,False
1017JA,30,50,False
1017JB,25,40,False
1017JC,25,40,False
1017JD,20,50,False
1017JE,10,15,True
1017JG,25,40,False
1017JH,25,50,False
1017JJ,25,45,False
1017JK,25,35,False
1017JL,15,20,False
1017JM,35,60,False
1017JN,30,50,False
1017JP,10,15,True
1017JR,20,20,False
1017JS,15,20,False
1017JT,35,50,False
1017JV,20,30,False
1017JW,20,25,False
1017JX,35,55,False
1017JZ,25,45,False
1017KA,25,40,False
1017KB,15,35,False
1017KC,20,20,False
1017KD,20,30,False
1017KE,15,20,False
1017KG,40,60,False
1017KH,25,45,False
1017KJ,25,35,False
1017KK,15,35,False
1017KL,25,40,False
1017KM,35,45,False
1017KN,20,40,False
1017KP,35,55,False
1017KR,15,20,False
1017KS,10,15,True
1017KT,25,45,False
1017KV,15,25,False
1017KW,10,20,True
1017KX,10,25,True
1017KZ,10,15,True
1017LA,15,30,False
1017LB,10,25,True
1017LC,25,40,False
1017LD,10,25,True
1017LE,15,25,False
1017LG,20,25,False
1017LH,25,45,False
1017LJ,35,55,False
1017LK,20,35,False
1017LL,15,30,False
1017LM,10,15,True
1017LN,5,15,True
1017LP,20,30,False
1017LR,15,30,False
1017LS,20,25,False
1017LT,15,20,False
1017LV,10,30,True
1017LW,10,20,True
1017LX,10,20,True
1017LZ,15,25,False
1017MA,20,35,False
1017MB,Onbekend,Onbekend,True
1017MC,Onbekend,Onbekend,True
1017NA,15,25,False
1017NB,25,40,False
1017NC,10,20,True
1017ND,15,20,False
1017NE,15,20,False
1017NG,55,70,False
1017NH,40,60,False
1017NJ,30,40,False
1017NK,20,35,False
1017NL,55,70,False
1017NM,45,60,False
1017NN,35,55,False
1017NP,35,55,False
1017NR,25,35,False
1017NS,Onbekend,5,True
1017NT,5,10,True
1017NV,Onbekend,10,True
1017NX,10,15,True
1017NZ,Onbekend,5,True
1017PA,Onbekend,5,True
1017PB,Onbekend,5,True
1017PC,Onbekend,Onbekend,True
1017PD,5,10,True
1017PE,5,10,True
1017PG,5,10,True
1017PH,20,30,False
1017PJ,20,30,False
1017PK,15,15,False
1017PL,20,30,False
1017PM,15,25,False
1017PN,15,15,False
1017PP,15,20,False
1017PR,Onbekend,Onbekend,True
1017PS,Onbekend,Onbekend,True
1017PT,5,5,True
1017PV,35,50,False
1017PW,15,25,False
1017PX,25,35,False
1017PZ,20,30,False
1017RA,20,25,False
1017RB,20,30,False
1017RC,15,15,False
1017RD,30,40,False
1017RE,20,30,False
1017RG,10,10,True
1017RH,15,20,False
1017RJ,30,45,False
1017RK,25,35,False
1017RL,25,30,False
1017RM,20,40,False
1017RN,25,40,False
1017RP,Onbekend,5,True
1017RR,Onbekend,10,True
1017RS,25,35,False
1017RT,20,25,False
1017RV,55,65,False
1017RW,30,60,False
1017RX,15,25,False
1017RZ,10,15,True
1017SB,5,15,True
1017SC,30,55,False
1017SE,60,75,False
1017SG,10,20,True
1017SH,50,80,False
1017SJ,20,40,False
1017SK,20,30,False
1017SL,20,40,False
1017SM,15,20,False
1017SN,25,35,False
1017SP,25,35,False
1017SR,40,60,False
1017ST,40,60,False
1017SV,30,45,False
1017SW,15,30,False
1017SX,35,55,False
1017SZ,15,25,False
1017TA,30,45,False
1017TB,25,40,False
1017TC,30,50,False
1017TD,40,50,False
1017TE,45,75,False
1017TG,45,60,False
1017TH,25,35,False
1017TJ,25,35,False
1017TK,40,65,False
1017TL,25,35,False
1017TM,35,45,False
1017TN,35,55,False
1017TP,45,90,False
1017TR,50,90,False
1017TS,15,25,False
1017TT,40,75,False
1017TV,30,70,False
1017TW,30,55,False
1017TX,20,40,False
1017TZ,10,10,True
1017VA,20,35,False
1017VB,10,20,True
1017VC,40,45,False
1017VD,35,60,False
1017VE,25,45,False
1017VG,30,45,False
1017VH,15,25,False
1017VJ,20,30,False
1017VK,25,30,False
1017VL,5,15,True
1017VM,10,20,True
1017VN,15,15,False
1017VP,30,45,False
1017VR,20,30,False
1017VS,15,20,False
1017VT,30,40,False
1017VV,35,55,False
1017VW,25,35,False
1017VX,20,35,False
1017VZ,20,30,False
1017WB,35,60,False
1017WC,25,45,False
1017WD,50,70,False
1017WE,20,40,False
1017WG,40,65,False
1017WH,45,75,False
1017WJ,30,65,False
1017WK,30,50,False
1017WL,20,30,False
1017WN,20,30,False
1017WP,20,30,False
1017WS,30,45,False
1017WT,10,20,True
1017WV,45,85,False
1017WZ,45,70,False
1017XA,35,50,False
1017XB,45,65,False
1017XC,15,25,False
1017XD,10,20,True
1017XE,40,55,False
1017XG,20,35,False
1017XH,30,45,False
1017XJ,45,65,False
1017XK,Onbekend,15,True
1017XL,20,40,False
1017XM,20,30,False
1017XN,25,45,False
1017XP,5,10,True
1017XR,25,45,False
1017XS,25,60,False
1017XT,20,30,False
1017XV,Onbekend,5,True
1017XW,25,60,False
1017XX,20,40,False
1017XZ,20,45,False
1017ZA,10,20,True
1017ZB,25,60,False
1017ZC,15,40,False
1017ZD,Onbekend,Onbekend,True
1017ZE,20,35,False
1017ZG,15,25,False
1017ZH,15,25,False
1017ZJ,25,45,False
1017ZK,15,25,False
1017ZL,55,80,False
1017ZM,90,115,False
1017ZN,Onbekend,Onbekend,True
1017ZP,Onbekend,Onbekend,True
1017ZR,25,45,False
1017ZS,35,65,False
1017ZT,55,105,False
1017ZV,20,45,False
1017ZW,Onbekend,Onbekend,True
1017ZX,25,45,False
1018AA,20,25,False
1018AB,25,35,False
1018AC,60,80,False
1018AD,180,325,False
1018AE,Onbekend,5,True
1018AG,50,85,False
1018AH,Onbekend,Onbekend,True
1018AJ,30,35,False
1018AK,485,1025,False
1018AL,Onbekend,Onbekend,True
1018AM,130,295,False
1018AN,115,165,False
1018AP,20,30,False
1018AR,85,130,False
1018AS,20,30,False
1018AT,15,25,False
1018AV,65,115,False
1018AW,45,95,False
1018AX,85,125,False
1018AZ,95,135,False
1018BA,40,55,False
1018BB,105,160,False
1018BC,20,25,False
1018BD,15,30,False
1018BE,80,135,False
1018BG,20,40,False
1018BH,60,95,False
1018BJ,50,80,False
1018BK,130,155,False
1018BL,20,30,False
1018BM,25,45,False
1018BN,20,30,False
1018BP,5,15,True
1018BR,25,30,False
1018BS,25,45,False
1018BT,50,80,False
1018BV,15,20,False
1018BW,40,70,False
1018BX,10,20,True
1018BZ,20,30,False
1018CC,60,105,False
1018CD,20,30,False
1018CE,25,45,False
1018CG,20,30,False
1018CH,20,35,False
1018CK,15,25,False
1018CL,30,40,False
1018CM,40,100,False
1018CN,35,55,False
1018CP,35,65,False
1018CR,15,30,False
1018CS,55,75,False
1018CT,25,40,False
1018CV,30,40,False
1018CW,15,25,False
1018CX,25,45,False
1018CZ,Onbekend,Onbekend,True
1018DA,15,25,False
1018DB,15,25,False
1018DC,Onbekend,5,True
1018DD,40,55,False
1018DE,15,25,False
1018DG,10,15,True
1018DH,20,30,False
1018DJ,20,40,False
1018DK,10,20,True
1018DL,Onbekend,5,True
1018DM,20,30,False
1018DN,410,460,False
1018DP,Onbekend,5,True
1018DR,30,50,False
1018DS,50,60,False
1018DT,45,80,False
1018DV,Onbekend,Onbekend,True
1018DW,45,70,False
1018DX,15,25,False
1018DZ,30,45,False
1018EA,20,30,False
1018EB,30,40,False
1018EC,55,75,False
1018ED,20,40,False
1018EE,15,25,False
1018EG,65,105,False
1018EH,Onbekend,Onbekend,True
1018EJ,30,45,False
1018EK,20,40,False
1018EL,15,30,False
1018EM,30,30,False
1018EN,15,25,False
1018EP,10,15,True
1018ER,20,40,False
1018ES,35,55,False
1018ET,40,55,False
1018EV,15,20,False
